LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PADANG BROWN WARD,SF,MOHD. ARSHAD BIN MOHD. YUSOFF,MALE,,1602,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PADANG BROWN WARD,UDP,LIM YEW CHOW,,,1546,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PADANG BROWN WARD,ALLIANCE - UMNO,M.S.A. ZACHARIAH,MALE,,1655,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PADANG BROWN WARD,REJECTED BALLOT PAPERS,,,,103,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PADANG BROWN WARD,TOTAL BALLOTS ISSUED,,,,4906,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PADANG BROWN WARD,TOTAL ELECTORATE,,,,6492,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PADANG BROWN WARD,TURNOUT (%),,,,75.6,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG MANGGIS WARD,ALLIANCE - MCA,HO BOON CHOO,MALE,,1266,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG MANGGIS WARD,SF,LIM KEAN SIEW,MALE,,1827,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG MANGGIS WARD,UDP,TEH EWE LIM,MALE,,1861,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG MANGGIS WARD,REJECTED BALLOT PAPERS,,,,67,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG MANGGIS WARD,TOTAL BALLOTS ISSUED,,,,5021,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG MANGGIS WARD,TOTAL ELECTORATE,,,,6408,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG MANGGIS WARD,TURNOUT (%),,,,78.3,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PRANGIN WARD,ALLIANCE - MCA,SOON KIM SIAH,,,514,LOST DEPOSIT,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PRANGIN WARD,UDP,KHOO KAY POR,,,1606,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PRANGIN WARD,SF,LOH BAN HIN,,,2137,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PRANGIN WARD,REJECTED BALLOT PAPERS,,,,51,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PRANGIN WARD,TOTAL BALLOTS ISSUED,,,,4308,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PRANGIN WARD,TOTAL ELECTORATE,,,,5072,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PRANGIN WARD,TURNOUT (%),,,,84.92,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KILANG PAPAN WARD,SF,CHIN LEAN LYE,,,2073,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KILANG PAPAN WARD,UDP,CHOONG WAH THEAM @ CHUNG WAH THEAM,,,1137,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KILANG PAPAN WARD,ALLIANCE - MCA,KOAY ENG SEONG,,,466,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KILANG PAPAN WARD,REJECTED BALLOT PAPERS,,,,58,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KILANG PAPAN WARD,TOTAL BALLOTS ISSUED,,,,3734,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KILANG PAPAN WARD,TOTAL ELECTORATE,,,,4487,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KILANG PAPAN WARD,TURNOUT (%),,,,83,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",CHOWRASTA WARD,SF,CHEW TAI SENG,,,1846,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",CHOWRASTA WARD,UDP,KIM CHEE HAN,,,1049,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",CHOWRASTA WARD,ALLIANCE - MCA,LIANG JUEN CHEW,,,1814,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",CHOWRASTA WARD,REJECTED BALLOT PAPERS,,,,65,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",CHOWRASTA WARD,TOTAL BALLOTS ISSUED,,,,4774,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",CHOWRASTA WARD,TOTAL ELECTORATE,,,,5984,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",CHOWRASTA WARD,TURNOUT (%),,,,76.76,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG EMBON WARD,UDP,LOH CHUAN BENG,,,1008,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG EMBON WARD,SF,C.Y. CHOY,MALE,,2020,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG EMBON WARD,ALLIANCE - MCA,LOH LIH CHOOI,,,1066,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG EMBON WARD,REJECTED BALLOT PAPERS,,,,60,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG EMBON WARD,TOTAL BALLOTS ISSUED,,,,4154,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG EMBON WARD,TOTAL ELECTORATE,,,,5119,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG EMBON WARD,TURNOUT (%),,,,81.14,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI UJONG WARD,ALLIANCE - MCA,LEE WOON MUN,,,1926,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI UJONG WARD,SF,WONG CHOONG WOH,,,2538,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI UJONG WARD,REJECTED BALLOT PAPERS,,,,82,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI UJONG WARD,TOTAL BALLOTS ISSUED,,,,4546,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI UJONG WARD,TOTAL ELECTORATE,,,,5830,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI UJONG WARD,TURNOUT (%),,,,77.98,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PENGKALAN WARD,ALLIANCE - MIC,SARBAN NATHA SINGH,MALE,,1213,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PENGKALAN WARD,INDEPENDENT,D.S. RAMANATHAN,MALE,55,1024,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PENGKALAN WARD,SF,A.K. KANDASAMY,MALE,,1044,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PENGKALAN WARD,REJECTED BALLOT PAPERS,,,,69,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PENGKALAN WARD,TOTAL BALLOTS ISSUED,,,,3350,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PENGKALAN WARD,TOTAL ELECTORATE,,,,4500,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PENGKALAN WARD,TURNOUT (%),,,,74.47,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PAHAT BATU WARD,ALLIANCE - MCA,TAN LAM SAN,,,618,LOST DEPOSIT,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PAHAT BATU WARD,UDP,TEH GEOK KOOI,,,2393,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PAHAT BATU WARD,SF,TAN CHONG BOO,,,2449,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PAHAT BATU WARD,REJECTED BALLOT PAPERS,,,,91,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PAHAT BATU WARD,TOTAL BALLOTS ISSUED,,,,5551,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PAHAT BATU WARD,TOTAL ELECTORATE,,,,6736,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",PAHAT BATU WARD,TURNOUT (%),,,,82.67,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",GREEN GARDEN WARD,SF,ZAINOL BIN M. HUSSAIN,MALE,,1156,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",GREEN GARDEN WARD,ALLIANCE - UMNO,S.M. MOHAMED IDRIS,MALE,,1814,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",GREEN GARDEN WARD,UDP,HWANG YANG CHOO,,,1437,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",GREEN GARDEN WARD,REJECTED BALLOT PAPERS,,,,82,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",GREEN GARDEN WARD,TOTAL BALLOTS ISSUED,,,,4489,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",GREEN GARDEN WARD,TOTAL ELECTORATE,,,,5796,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",GREEN GARDEN WARD,TURNOUT (%),,,,76,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG SELUT WARD,SF,OMAR BIN OTHMAN,MALE,,1831,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG SELUT WARD,ALLIANCE - MCA,CHEAH HOCK SENG,,,1806,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG SELUT WARD,UDP,MYDINSAH BIN MOHD. HUSSAIN,MALE,,519,LOST DEPOSIT,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG SELUT WARD,REJECTED BALLOT PAPERS,,,,76,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG SELUT WARD,TOTAL BALLOTS ISSUED,,,,4232,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG SELUT WARD,TOTAL ELECTORATE,,,,5320,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG SELUT WARD,TURNOUT (%),,,,76.6,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG PULAU WARD,ALLIANCE - MCA,TAN KIAR LEW,,,589,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG PULAU WARD,SF,KAM YAU HWA,,,2239,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG PULAU WARD,UDP,CHEAH CHENG KEAT,,,1397,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG PULAU WARD,REJECTED BALLOT PAPERS,,,,74,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG PULAU WARD,TOTAL BALLOTS ISSUED,,,,4299,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG PULAU WARD,TOTAL ELECTORATE,,,,5523,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG PULAU WARD,TURNOUT (%),,,,76.5,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG TENGKU WARD,ALLIANCE - MCA,FONG LOON,MALE,,1595,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG TENGKU WARD,SF,OOI THIAM SIEW,MALE,,2364,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG TENGKU WARD,UDP,CHEAH POH HOCK,MALE,,1095,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG TENGKU WARD,REJECTED BALLOT PAPERS,,,,99,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG TENGKU WARD,TOTAL BALLOTS ISSUED,,,,5153,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG TENGKU WARD,TOTAL ELECTORATE,,,,6616,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",KAMPONG TENGKU WARD,TURNOUT (%),,,,76.3,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI AYER TERJUN WARD,PPP,KHOO YAT SEE,,,1438,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI AYER TERJUN WARD,ALLIANCE - UMNO,SHAIK NATTERSAH BIN SHAIK SATHUCK,MALE,,1531,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI AYER TERJUN WARD,SF,CHANG PO JUNG,,,949,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI AYER TERJUN WARD,REJECTED BALLOT PAPERS,,,,60,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI AYER TERJUN WARD,TOTAL BALLOTS ISSUED,,,,3978,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI AYER TERJUN WARD,TOTAL ELECTORATE,,,,5409,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",SUNGEI AYER TERJUN WARD,TURNOUT (%),,,,74,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",VICTORIA GREEN WARD,UDP,TAN KOON SENG,,,1306,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",VICTORIA GREEN WARD,SF,TAN HENG CHEW,,,682,LOST,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",VICTORIA GREEN WARD,ALLIANCE - MCA,CHOONG EWE LEONG,MALE,34,2054,WON,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",VICTORIA GREEN WARD,REJECTED BALLOT PAPERS,,,,179,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",VICTORIA GREEN WARD,TOTAL BALLOTS ISSUED,,,,4221,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",VICTORIA GREEN WARD,TOTAL ELECTORATE,,,,6017,,
"LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN, PENANG",VICTORIA GREEN WARD,TURNOUT (%),,,,70,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERINGGI WARD,INDEPENDENT,KHOO HONG LEE,,,91,LOST DEPOSIT,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERINGGI WARD,ALLIANCE - MCA,GEH CHONG KEAT,,,1345,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERINGGI WARD,SF,KANG HENG ENG,,,756,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERINGGI WARD,REJECTED BALLOT PAPERS,,,,75,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERINGGI WARD,TOTAL BALLOTS ISSUED,,,,2267,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERINGGI WARD,TOTAL ELECTORATE,,,,2784,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERINGGI WARD,TURNOUT (%),,,,81,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,ALLIANCE - UMNO,SULONG BIN HAJI MOHAMED,MALE,,1640,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,SF,M. NOOR BIN JAAFAR,MALE,,706,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,UDP,LEE LEONG HOCK,,,528,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,REJECTED BALLOT PAPERS,,,,126,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,TOTAL BALLOTS ISSUED,,,,3000,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,TOTAL ELECTORATE,,,,4037,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,TURNOUT (%),,,,74,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PUCHAT MUKA WARD,ALLIANCE - UMNO,MAJID BIN BAWAGHANI,MALE,,1200,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PUCHAT MUKA WARD,SF,MUSA MEAH BIN G. MEAH,MALE,,885,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PUCHAT MUKA WARD,REJECTED BALLOT PAPERS,,,,56,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PUCHAT MUKA WARD,TOTAL BALLOTS ISSUED,,,,2141,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PUCHAT MUKA WARD,TOTAL ELECTORATE,,,,2678,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PUCHAT MUKA WARD,TURNOUT (%),,,,79.9,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI KOROK WARD,SF,HASHIM BIN AHAD,MALE,,1231,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI KOROK WARD,ALLIANCE - UMNO,YON BIN IBRAHIM,MALE,,1202,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI KOROK WARD,REJECTED BALLOT PAPERS,,,,39,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI KOROK WARD,TOTAL BALLOTS ISSUED,,,,2472,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI KOROK WARD,TOTAL ELECTORATE,,,,3016,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI KOROK WARD,TURNOUT (%),,,,81.29,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,ALLIANCE - MCA,MOO CHEUNG FATT,,,891,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,UDP,OH SIEW AUN,,,281,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,SF,KON FOOK SIONG,,,929,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,REJECTED BALLOT PAPERS,,,,54,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,TOTAL BALLOTS ISSUED,,,,2155,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,TOTAL ELECTORATE,,,,2696,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,TURNOUT (%),,,,79.9,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIPAH WARD,ALLIANCE - UMNO,HASHIM BIN TEH,MALE,,1121,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIPAH WARD,SF,YAHYA BIN HUSSAIN,MALE,,743,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIPAH WARD,REJECTED BALLOT PAPERS,,,,32,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIPAH WARD,TOTAL BALLOTS ISSUED,,,,1896,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIPAH WARD,TOTAL ELECTORATE,,,,2371,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIPAH WARD,TURNOUT (%),,,,79.9,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,SF,TAN EE HWA,,,797,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,UDP,TEOH CHYE TUAN,,,373,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,ALLIANCE - MCA,CHOR SIN KHENG,,,1143,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,REJECTED BALLOT PAPERS,,,,21,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,TOTAL BALLOTS ISSUED,,,,2334,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,TOTAL ELECTORATE,,,,2836,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,TURNOUT (%),,,,82.3,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",AYER PUTEH WARD,UDP,TOH BOON KOOI,,,973,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",AYER PUTEH WARD,ALLIANCE - MCA,YEOH HOE PENG,,,859,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",AYER PUTEH WARD,REJECTED BALLOT PAPERS,,,,50,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",AYER PUTEH WARD,TOTAL BALLOTS ISSUED,,,,1882,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",AYER PUTEH WARD,TOTAL ELECTORATE,,,,2430,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",AYER PUTEH WARD,TURNOUT (%),,,,77.4,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,UDP,LIM CHENG TEIK,,,152,LOST DEPOSIT,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,SF,TAN PUAH KIM,,,1062,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,ALLIANCE - MCA,KHOO BOO SOON,,,1093,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,REJECTED BALLOT PAPERS,,,,26,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,TOTAL BALLOTS ISSUED,,,,2181,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,TOTAL ELECTORATE,,,,2832,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,TURNOUT (%),,,,82.3,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PAYA TERUBONG WARD,ALLIANCE - MCA,TAN JIT SENG,,,964,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PAYA TERUBONG WARD,SF,TAN LIP CHEE,,,1388,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PAYA TERUBONG WARD,REJECTED BALLOT PAPERS,,,,24,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PAYA TERUBONG WARD,TOTAL BALLOTS ISSUED,,,,2376,,
