UNIQUE ID,LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY,NOMINATION DATE,POLLING DATE
1962KEDC27,KENINGAU DISTRICT COUNCIL,KENINGAU SOUTH,USNO,MOHD. ARSHAD BIN ABDUL RAHIM,MALE,,497,LOST,,26 NOV 1962,16 DEC 1962
1962KEDC28,KENINGAU DISTRICT COUNCIL,KENINGAU SOUTH,SPOILT BALLOT PAPERS,,,,9,,,26 NOV 1962,16 DEC 1962
1962KEDC29,KENINGAU DISTRICT COUNCIL,KENINGAU SOUTH,TOTAL BALLOTS ISSUED,,,,1070,,,26 NOV 1962,16 DEC 1962
1962KEDC30,KENINGAU DISTRICT COUNCIL,KENINGAU SOUTH,TOTAL ELECTORATE,,,,1301,,,26 NOV 1962,16 DEC 1962
1962KEDC31,KENINGAU DISTRICT COUNCIL,KENINGAU SOUTH,TURNOUT (%),,,,81.5,,,26 NOV 1962,16 DEC 1962
1962KEDC32,KENINGAU DISTRICT COUNCIL,BINGKOR EAST,UNKO,INTANG BIN TIMPONGO,MALE,,196,WON,,26 NOV 1962,16 DEC 1962
1962KEDC33,KENINGAU DISTRICT COUNCIL,BINGKOR EAST,PM,MADAN BIN KIAU,MALE,,52,LOST,,26 NOV 1962,16 DEC 1962
1962KEDC34,KENINGAU DISTRICT COUNCIL,BINGKOR EAST,SPOILT BALLOT PAPERS,,,,6,,,26 NOV 1962,16 DEC 1962
1962KEDC35,KENINGAU DISTRICT COUNCIL,BINGKOR EAST,TOTAL BALLOTS ISSUED,,,,254,,,26 NOV 1962,16 DEC 1962
1962KEDC36,KENINGAU DISTRICT COUNCIL,BINGKOR EAST,TOTAL ELECTORATE,,,,304,,,26 NOV 1962,16 DEC 1962
1962KEDC37,KENINGAU DISTRICT COUNCIL,BINGKOR EAST,TURNOUT (%),,,,83.8,,,26 NOV 1962,16 DEC 1962
1962KEDC38,KENINGAU DISTRICT COUNCIL,BINGKOR WEST,UNKO,MOHD. ARIF SALLEH,MALE,,897,WON,,26 NOV 1962,16 DEC 1962
1962KEDC39,KENINGAU DISTRICT COUNCIL,BINGKOR WEST,PM,EDMUND JAIMI BIN GUNSANAD,MALE,,730,LOST,,26 NOV 1962,16 DEC 1962
1962KEDC40,KENINGAU DISTRICT COUNCIL,BINGKOR WEST,SPOILT BALLOT PAPERS,,,,29,,,26 NOV 1962,16 DEC 1962
1962KEDC41,KENINGAU DISTRICT COUNCIL,BINGKOR WEST,TOTAL BALLOTS ISSUED,,,,1656,,,26 NOV 1962,16 DEC 1962
1962KEDC42,KENINGAU DISTRICT COUNCIL,BINGKOR WEST,TOTAL ELECTORATE,,,,1821,,,26 NOV 1962,16 DEC 1962
1962KEDC43,KENINGAU DISTRICT COUNCIL,BINGKOR WEST,TURNOUT (%),,,,89,,,26 NOV 1962,16 DEC 1962
1962LDDC1,LAHAD DATU DISTRICT COUNCIL,LAHAD DATU,SAP,TAN PIAK HONG,,,694,WON,,26 NOV 1962,16 DEC 1962
1962LDDC2,LAHAD DATU DISTRICT COUNCIL,LAHAD DATU,INDEPENDENT,MANGKU ATOR,,,164,LOST,,26 NOV 1962,16 DEC 1962
1962LDDC3,LAHAD DATU DISTRICT COUNCIL,LAHAD DATU,SPOILT BALLOT PAPERS,,,,15,,,26 NOV 1962,16 DEC 1962
1962LDDC4,LAHAD DATU DISTRICT COUNCIL,LAHAD DATU,TOTAL BALLOTS ISSUED,,,,873,,,26 NOV 1962,16 DEC 1962
1962LDDC5,LAHAD DATU DISTRICT COUNCIL,LAHAD DATU,TOTAL ELECTORATE,,,,1163,,,26 NOV 1962,16 DEC 1962
1962LDDC6,LAHAD DATU DISTRICT COUNCIL,LAHAD DATU,TURNOUT (%),,,,70,,,26 NOV 1962,16 DEC 1962
1962LDDC7,LAHAD DATU DISTRICT COUNCIL,SEGAMA,UNKO,BAMBI BIN UNGAP,MALE,,639,WON,,26 NOV 1962,16 DEC 1962
1962LDDC8,LAHAD DATU DISTRICT COUNCIL,SEGAMA,SAP,ALI PATAIL,MALE,,354,LOST,,26 NOV 1962,16 DEC 1962
1962LDDC9,LAHAD DATU DISTRICT COUNCIL,SEGAMA,SPOILT BALLOT PAPERS,,,,44,,,26 NOV 1962,16 DEC 1962
1962LDDC10,LAHAD DATU DISTRICT COUNCIL,SEGAMA,TOTAL BALLOTS ISSUED,,,,1037,,,26 NOV 1962,16 DEC 1962
1962LDDC11,LAHAD DATU DISTRICT COUNCIL,SEGAMA,TOTAL ELECTORATE,,,,1267,,,26 NOV 1962,16 DEC 1962
1962LDDC12,LAHAD DATU DISTRICT COUNCIL,SEGAMA,TURNOUT (%),,,,78,,,26 NOV 1962,16 DEC 1962
1962LDDC13,LAHAD DATU DISTRICT COUNCIL,TUNGKU,INDEPENDENT,GUDANG BIN SIMON,MALE,,239,WON,,26 NOV 1962,16 DEC 1962
1962LDDC14,LAHAD DATU DISTRICT COUNCIL,TUNGKU,SAP,AMSANI BIN ALIBASAH,MALE,,206,LOST,,26 NOV 1962,16 DEC 1962
1962LDDC15,LAHAD DATU DISTRICT COUNCIL,TUNGKU,INDEPENDENT,CHUA KIAN LOONG,,,85,LOST,,26 NOV 1962,16 DEC 1962
1962LDDC16,LAHAD DATU DISTRICT COUNCIL,TUNGKU,SPOILT BALLOT PAPERS,,,,10,,,26 NOV 1962,16 DEC 1962
1962LDDC17,LAHAD DATU DISTRICT COUNCIL,TUNGKU,TOTAL BALLOTS ISSUED,,,,540,,,26 NOV 1962,16 DEC 1962
1962LDDC18,LAHAD DATU DISTRICT COUNCIL,TUNGKU,TOTAL ELECTORATE,,,,608,,,26 NOV 1962,16 DEC 1962
1962LDDC19,LAHAD DATU DISTRICT COUNCIL,TUNGKU,TURNOUT (%),,,,88,,,26 NOV 1962,16 DEC 1962
1962LDDC20,LAHAD DATU DISTRICT COUNCIL,BAKAPIT-TENGAH NIPAH,SAP,NG PAK CHUEN,,,,WON,Y,26 NOV 1962,UNCONTESTED
1962LDDC21,LAHAD DATU DISTRICT COUNCIL,MOSTYN-KALUMPANG,SAP,WILLIAM HUNG TEN NYUK,,,,WON,Y,26 NOV 1962,UNCONTESTED
1962LDDC22,LAHAD DATU DISTRICT COUNCIL,DARVEL,USNO,JAINAL BIN GUNONG,MALE,,429,WON,,26 NOV 1962,16 DEC 1962
1962LDDC23,LAHAD DATU DISTRICT COUNCIL,DARVEL,INDEPENDENT,AMBROSE TOUJOH,MALE,,173,LOST,,26 NOV 1962,16 DEC 1962
1962LDDC24,LAHAD DATU DISTRICT COUNCIL,DARVEL,SPOILT BALLOT PAPERS,,,,22,,,26 NOV 1962,16 DEC 1962
1962LDDC25,LAHAD DATU DISTRICT COUNCIL,DARVEL,TOTAL BALLOTS ISSUED,,,,624,,,26 NOV 1962,16 DEC 1962
1962LDDC26,LAHAD DATU DISTRICT COUNCIL,DARVEL,TOTAL ELECTORATE,,,,907,,,26 NOV 1962,16 DEC 1962
1962LDDC27,LAHAD DATU DISTRICT COUNCIL,DARVEL,TURNOUT (%),,,,67,,,26 NOV 1962,16 DEC 1962
1962SDC1,SEMPORNA DISTRICT COUNCIL,BAIT,INDEPENDENT,ALIBASA BIN BASARA,MALE,,378,WON,,26 NOV 1962,16 DEC 1962
1962SDC2,SEMPORNA DISTRICT COUNCIL,BAIT,INDEPENDENT,O.T. PENGLIMA AWANG BIN PENGLIMA TARANG,MALE,,317,LOST,,26 NOV 1962,16 DEC 1962
1962SDC3,SEMPORNA DISTRICT COUNCIL,BAIT,SPOILT BALLOT PAPERS,,,,31,,,26 NOV 1962,16 DEC 1962
1962SDC4,SEMPORNA DISTRICT COUNCIL,BAIT,TOTAL BALLOTS ISSUED,,,,726,,,26 NOV 1962,16 DEC 1962
1962SDC5,SEMPORNA DISTRICT COUNCIL,BAIT,TOTAL ELECTORATE,,,,967,,,26 NOV 1962,16 DEC 1962
1962SDC6,SEMPORNA DISTRICT COUNCIL,BAIT,TURNOUT (%),,,,71.9,,,26 NOV 1962,16 DEC 1962
1962SDC7,SEMPORNA DISTRICT COUNCIL,BUBUL,INDEPENDENT,ANDONG BIN LANGPAD,MALE,,449,WON,,26 NOV 1962,16 DEC 1962
1962SDC8,SEMPORNA DISTRICT COUNCIL,BUBUL,INDEPENDENT,KOH KWANG HAN,,,184,LOST,,26 NOV 1962,16 DEC 1962
1962SDC9,SEMPORNA DISTRICT COUNCIL,BUBUL,SPOILT BALLOT PAPERS,,,,24,,,26 NOV 1962,16 DEC 1962
1962SDC10,SEMPORNA DISTRICT COUNCIL,BUBUL,TOTAL BALLOTS ISSUED,,,,657,,,26 NOV 1962,16 DEC 1962
1962SDC11,SEMPORNA DISTRICT COUNCIL,BUBUL,TOTAL ELECTORATE,,,,849,,,26 NOV 1962,16 DEC 1962
1962SDC12,SEMPORNA DISTRICT COUNCIL,BUBUL,TURNOUT (%),,,,74.5,,,26 NOV 1962,16 DEC 1962
1962SDC13,SEMPORNA DISTRICT COUNCIL,BUM BUM EAST,INDEPENDENT,LAMBAI BIN BAHULAK,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962SDC14,SEMPORNA DISTRICT COUNCIL,BUM BUM SOUTH,USNO,S. ABDILLAH BIN SAID,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962SDC15,SEMPORNA DISTRICT COUNCIL,BUM BUM NORTH,INDEPENDENT,O.T. HAJI MOHD. ABUBAKAR BIN HAJI HASSAN,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962SDC16,SEMPORNA DISTRICT COUNCIL,LAWA,USNO,O.T. MOHAMMED DARA BIN LANGPAD,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962SDC17,SEMPORNA DISTRICT COUNCIL,PULAU TIGA,INDEPENDENT,O.T. HAJI MOHD. ALI BIN SAKATI,MALE,,,WON,Y,26 NOV 1962,UNCONTESTED
1962SDC18,SEMPORNA DISTRICT COUNCIL,SEMPORNA TOWN,INDEPENDENT,PUA DIN KOK,,,,WON,Y,26 NOV 1962,UNCONTESTED
1962RDC1,RANAU DISTRICT COUNCIL,(MISSING INFORMATION),,,,,,,,,
1962TADC1,TAMBUNAN DISTRICT COUNCIL,TAMBUNAN KINABAAN,,,,,,,,,
1962TADC2,TAMBUNAN DISTRICT COUNCIL,TAMBUNAN SOUTH,,,,,,,,,
1962TADC3,TAMBUNAN DISTRICT COUNCIL,TAMBUNAN TOBOH,,,,,,,,,
1962TADC4,TAMBUNAN DISTRICT COUNCIL,TAMBUNAN CENTRAL,,,,,,,,,
1962TADC5,TAMBUNAN DISTRICT COUNCIL,TAMBUNAN NORTH,,,,,,,,,
1962TADC6,TAMBUNAN DISTRICT COUNCIL,TAMBUNAN NORTHEAST,,,,,,,,,
1962KPDC1,KUALA PENYU DISTRICT COUNCIL,(MISSING INFORMATION),,,,,,,,,
1962SIDC1,SIPITANG DISTRICT COUNCIL,(MISSING INFORMATION),,,,,,,,,
