LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,GREEN GARDEN WARD,TOTAL BALLOTS ISSUED,,,,4038,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,GREEN GARDEN WARD,TOTAL ELECTORATE,,,,5513,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,GREEN GARDEN WARD,TURNOUT (%),,,,73.3,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG SELUT WARD,ALLIANCE - UMNO,NYAK HASHIM BIN NYAK PUTEH,MALE,,1757,LOST,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG SELUT WARD,SF,MD. ARSHAD B. MD. YUSOFF,MALE,,2591,WON,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG SELUT WARD,REJECTED BALLOT PAPERS,,,,119,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG SELUT WARD,TOTAL BALLOTS ISSUED,,,,4467,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG SELUT WARD,TOTAL ELECTORATE,,,,5943,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG SELUT WARD,TURNOUT (%),,,,75.1,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG PULAU WARD,SF,HO EWE SENG,,,2472,WON,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG PULAU WARD,ALLIANCE - MCA,EWE TEE GIM,MALE,,550,LOST,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG PULAU WARD,PPP,KHOO YAT SEE,,,1283,LOST,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG PULAU WARD,REJECTED BALLOT PAPERS,,,,53,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG PULAU WARD,TOTAL BALLOTS ISSUED,,,,4358,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG PULAU WARD,TOTAL ELECTORATE,,,,5425,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG PULAU WARD,TURNOUT (%),,,,80.3,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG TENGKU WARD,ALLIANCE - UMNO,M.S.A. ZACHARIAH,MALE,,1926,LOST,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG TENGKU WARD,SF,CHEW TAI CHENG,,,3155,WON,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG TENGKU WARD,REJECTED BALLOT PAPERS,,,,85,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG TENGKU WARD,TOTAL BALLOTS ISSUED,,,,5166,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG TENGKU WARD,TOTAL ELECTORATE,,,,6619,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,KAMPONG TENGKU WARD,TURNOUT (%),,,,78,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,SUNGEI AYER TERJUN WARD,ALLIANCE - MIC,JAG-GIT SINGH,MALE,,1871,LOST,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,SUNGEI AYER TERJUN WARD,SF,CHANG PO JUNG,MALE,,1907,WON,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,SUNGEI AYER TERJUN WARD,REJECTED BALLOT PAPERS,,,,90,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,SUNGEI AYER TERJUN WARD,TOTAL BALLOTS ISSUED,,,,3868,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,SUNGEI AYER TERJUN WARD,TOTAL ELECTORATE,,,,5361,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,SUNGEI AYER TERJUN WARD,TURNOUT (%),,,,72.2,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,VICTORIA GREEN WARD,SF,KHOO TENG KOK,,,1530,LOST,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,VICTORIA GREEN WARD,ALLIANCE - MCA,CHOONG EWE LEONG,MALE,,2413,WON,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,VICTORIA GREEN WARD,REJECTED BALLOT PAPERS,,,,63,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,VICTORIA GREEN WARD,TOTAL BALLOTS ISSUED,,,,4006,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,VICTORIA GREEN WARD,TOTAL ELECTORATE,,,,6254,,
LOCAL AUTHORITY AREA OF CITY COUNCIL OF GEORGE TOWN,VICTORIA GREEN WARD,TURNOUT (%),,,,64,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",RELAU WARD,ALLIANCE - MCA,TEH POH HUA,MALE,,,WON,Y
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIBONG WARD,ALLIANCE - MCA,CHANG CHENG GUAN,MALE,,,WON,Y
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT GAMBIER WARD,ALLIANCE - UMNO,A. GHANI BIN MD. SULTAN,MALE,,,WON,Y
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT GEMUROH WARD,ALLIANCE - UMNO,NOORDIN B. M.AROF,MALE,,1455,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT GEMUROH WARD,SF,DARUS BIN DRAMAN,MALE,,691,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT GEMUROH WARD,REJECTED BALLOT PAPERS,,,,63,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT GEMUROH WARD,TOTAL BALLOTS ISSUED,,,,2209,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT GEMUROH WARD,TOTAL ELECTORATE,,,,2652,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT GEMUROH WARD,TURNOUT (%),,,,83.3,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PENGKALAN TERBANG WARD,SF,TAN YAN HUI,,,596,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PENGKALAN TERBANG WARD,ALLIANCE - UMNO,HAJI H.A. AZYZE BIN AL HAJ MAKHANA @ HAJI H.A. AZYZE,MALE,,2082,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PENGKALAN TERBANG WARD,REJECTED BALLOT PAPERS,,,,99,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PENGKALAN TERBANG WARD,TOTAL BALLOTS ISSUED,,,,2777,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PENGKALAN TERBANG WARD,TOTAL ELECTORATE,,,,3319,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PENGKALAN TERBANG WARD,TURNOUT (%),,,,83.7,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PUCHAT MUKA WARD,ALLIANCE - UMNO,HASSAN BIN ABAS,MALE,,984,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PUCHAT MUKA WARD,SF,TAN CHIN HOE,,,931,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PUCHAT MUKA WARD,REJECTED BALLOT PAPERS,,,,37,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PUCHAT MUKA WARD,TOTAL BALLOTS ISSUED,,,,1952,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PUCHAT MUKA WARD,TOTAL ELECTORATE,,,,2567,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PUCHAT MUKA WARD,TURNOUT (%),,,,76,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI KOROK WARD,SF,OTHMAN BIN SALLEH,MALE,,1233,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI KOROK WARD,ALLIANCE - UMNO,HJ. SHARIFF BIN HJ. MAHMUD,MALE,,1045,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI KOROK WARD,REJECTED BALLOT PAPERS,,,,26,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI KOROK WARD,TOTAL BALLOTS ISSUED,,,,2304,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI KOROK WARD,TOTAL ELECTORATE,,,,2851,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI KOROK WARD,TURNOUT (%),,,,80.8,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,SF,KON FOOK SIONG,,,892,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,ALLIANCE - MCA,TAN JIT SENG,MALE,,1128,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,REJECTED BALLOT PAPERS,,,,22,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,TOTAL BALLOTS ISSUED,,,,2042,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,TOTAL ELECTORATE,,,,2719,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU ITAM WARD,TURNOUT (%),,,,75.1,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIPAH WARD,SF,AHMAD B. KASA,MALE,,602,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIPAH WARD,ALLIANCE - UMNO,HASHIM BIN TEH,MALE,,1172,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIPAH WARD,REJECTED BALLOT PAPERS,,,,27,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIPAH WARD,TOTAL BALLOTS ISSUED,,,,1801,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIPAH WARD,TOTAL ELECTORATE,,,,2284,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",SUNGEI NIPAH WARD,TURNOUT (%),,,,78.9,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,ALLIANCE - MCA,CHOR SIN KHENG,MALE,,1173,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,SF,CHONG SIN HEE,,,918,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,REJECTED BALLOT PAPERS,,,,16,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,TOTAL BALLOTS ISSUED,,,,2107,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,TOTAL ELECTORATE,,,,2651,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BUKIT BENDERA WARD,TURNOUT (%),,,,79.5,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",AYER PUTEH WARD,SF,NG HAM HOP,,,883,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",AYER PUTEH WARD,ALLIANCE - MIC,P. AMALADAS @ P.A. DAS,MALE,,918,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",AYER PUTEH WARD,REJECTED BALLOT PAPERS,,,,26,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",AYER PUTEH WARD,TOTAL BALLOTS ISSUED,,,,1827,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",AYER PUTEH WARD,TOTAL ELECTORATE,,,,2685,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",AYER PUTEH WARD,TURNOUT (%),,,,68,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,SF,TAN PUAH KIU,,,1076,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,ALLIANCE - MCA,KHOO BOO SOON,MALE,,1143,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,REJECTED BALLOT PAPERS,,,,12,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,TOTAL BALLOTS ISSUED,,,,2231,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,TOTAL ELECTORATE,,,,2733,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",THEAN TEIK WARD,TURNOUT (%),,,,81.6,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PAYA TERUBONG WARD,ALLIANCE - MCA,CHAN HUP SOON,MALE,,806,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PAYA TERUBONG WARD,SF,TAN EE HWA,,,1487,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PAYA TERUBONG WARD,REJECTED BALLOT PAPERS,,,,13,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PAYA TERUBONG WARD,TOTAL ELECTORATE,,,,2936,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PAYA TERUBONG WARD,TOTAL BALLOTS ISSUED,,,,4436,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PAYA TERUBONG WARD,TURNOUT (%),,,,78.5,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERRINGGI WARD,ALLIANCE - MCA,GEH CHONG KEAT,MALE,,1406,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERRINGGI WARD,SF,ZULKIFLI BIN NAYAN,MALE,,700,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERRINGGI WARD,REJECTED BALLOT PAPERS,,,,41,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERRINGGI WARD,TOTAL BALLOTS ISSUED,,,,2147,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERRINGGI WARD,TOTAL ELECTORATE,,,,2679,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",BATU FERRINGGI WARD,TURNOUT (%),,,,80,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,SF,CHEAH SIN KANG,,,980,LOST,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,ALLIANCE - UMNO,MUSTAFFA B. SHAIKH IBRAHIM,MALE,,1693,WON,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,REJECTED BALLOT PAPERS,,,,53,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,TOTAL BALLOTS ISSUED,,,,2726,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,TOTAL ELECTORATE,,,,3612,,
"LOCAL AUTHORITY AREA OF RURAL DISTRICT COUNCIL, PENANG ISLAND",PANTAI MOLEK WARD,TURNOUT (%),,,,75.5,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL NORTH, PROVINCE WELLESLEY",BAKAU TUA WARD,ALLIANCE - UMNO,KHALID BIN HAJI HASHIM,MALE,,,WON,Y
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL NORTH, PROVINCE WELLESLEY",LAHAR MINYAK WARD,ALLIANCE - UMNO,HAJI AHMAD BIN SAID,MALE,,,WON,Y
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL NORTH, PROVINCE WELLESLEY",LAHAR TABUT WARD,ALLIANCE - UMNO,HAJI ABDUL KADIR BIN HAJI HASSAN,MALE,,,WON,Y
