LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",BUKIT PANCHOR WARD,TOTAL BALLOTS ISSUED,,,,2321,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",BUKIT PANCHOR WARD,TOTAL ELECTORATE,,,,2720,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",BUKIT PANCHOR WARD,TURNOUT (%),,,,85.3,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",KUALA KRIAN WARD,SF,OSMAN BIN MD. NOOH,MALE,,450,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",KUALA KRIAN WARD,ALLIANCE - UMNO,DARUS BIN MD. AKIL,MALE,,1044,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",KUALA KRIAN WARD,REJECTED BALLOT PAPERS,,,,39,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",KUALA KRIAN WARD,TOTAL BALLOTS ISSUED,,,,1533,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",KUALA KRIAN WARD,TOTAL ELECTORATE,,,,1932,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",KUALA KRIAN WARD,TURNOUT (%),,,,79.4,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TO' MAHAT WARD,SF,ARIFIN BIN MAT,MALE,,539,LOST,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TO' MAHAT WARD,ALLIANCE - UMNO,HASHIM BIN PUTEH,MALE,,1017,WON,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TO' MAHAT WARD,REJECTED BALLOT PAPERS,,,,35,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TO' MAHAT WARD,TOTAL BALLOTS ISSUED,,,,1591,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TO' MAHAT WARD,TOTAL ELECTORATE,,,,2050,,
"LOCAL AUTHORITY AREA OF DISTRICT COUNCIL SOUTH, PROVINCE WELLESLEY ",TO' MAHAT WARD,TURNOUT (%),,,,77.6,,
